ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C60-C60.9 Pene,0,0,0,0,0,0,0,0,0,0,0,3.61,7.73,0,0,0,15,0,1.17
C61-C61.9 Prostata,0,0,0,0,0,0,0,0,0,6.29,24.63,173.44,290,444.49,609.98,637.95,509.9,412.62,139.34
C62-C62.9 Testicolo,0,0,0,0,9.05,15.18,18.77,8.75,8.6,9.44,3.52,3.61,0,0,0,0,0,0,5.36
C63-C63.9 Al.n.s.org.genit.maschili,0,0,0,0,0,0,0,0,0,3.15,0,0,3.87,0,4.55,0,0,0,0.7
C64-C64.9 Rene eccet.pelvi renale,0,0,0,0,4.53,0,6.26,8.75,17.2,6.29,21.12,54.2,81.2,88.9,86.49,136.31,97.48,89.22,33.32
C65-C65.9 Pelvi renale,0,0,0,0,0,0,0,0,0,0,3.52,3.61,0,4.04,4.55,5.45,0,11.15,1.4
C66-C66.9 Uretere,0,0,0,0,0,0,0,0,0,0,0,3.61,3.87,0,4.55,16.36,0,0,1.4
C67-C67.9 Vescica,0,0,0,0,0,0,3.13,2.92,5.73,6.29,14.08,46.97,58,121.22,141.11,212.65,262.45,234.19,45.2
C68-C68.9 Al.n.s.organi urinari,0,0,0,0,0,0,0,0,0,0,0,3.61,3.87,4.04,4.55,10.91,7.5,0,1.63
C69-C69.9 Occhio e annessi,0,0,0,0,0,0,0,0,0,0,0,3.61,0,0,4.55,0,7.5,0,0.7
C70-C70.9 Meningi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,0,0.23
C71-C71.9 Cervello,0,5.22,0,4.93,4.53,0,3.13,2.92,8.6,9.44,10.56,21.68,11.6,16.16,13.66,10.91,37.49,22.3,9.09
C72-C72.9 Midollo spin.nervi cran.al.parti,0,0,0,0,0,0,0,0,2.87,3.15,0,0,0,0,0,0,0,0,0.47
C73-C73.9 Ghiandola tiroide,0,0,0,0,0,7.59,3.13,8.75,8.6,12.58,7.04,25.29,0,32.33,27.31,0,7.5,0,8.62
C74-C74.9 Ghiandole surrenali,0,0,0,0,0,0,0,0,2.87,0,0,0,0,0,0,0,0,0,0.23
C76-C76.9 Altre e mal.def.sedi,0,0,0,0,0,0,0,0,0,0,0,3.61,0,0,0,0,0,0,0.23
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,0,2.87,0,3.52,0,3.87,0,4.55,10.91,22.5,55.76,3.26
C81-C81.9 Malattia di Hodgkin,0,0,0,0,9.05,3.79,0,2.92,5.73,6.29,7.04,0,3.87,8.08,4.55,5.45,0,0,3.5
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,3.13,0,0,3.15,3.52,10.84,0,0,0,10.91,0,0,1.86
C83-C83.9 Linfoma diffuso non-Hodgkin,0,5.22,0,0,0,3.79,12.52,2.92,5.73,0,3.52,14.45,7.73,4.04,27.31,16.36,15,22.3,6.99
C84-C84.9 Linfoma perif.cutan.cell.T,0,0,5.32,0,0,0,3.13,0,0,0,0,0,3.87,4.04,4.55,0,0,11.15,1.4
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,0,4.53,0,3.13,0,5.73,15.73,14.08,7.23,30.93,24.24,18.21,32.72,82.48,55.76,12.82
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,0,0,0,0,3.87,0,9.1,16.36,0,0,1.4
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,3.79,0,2.92,0,0,14.08,10.84,15.47,24.24,50.07,43.62,67.49,33.46,11.65
C91-C91.9 Leucemia linfoide,0,10.44,0,0,4.53,3.79,0,0,0,9.44,10.56,21.68,3.87,36.37,27.31,10.91,29.99,44.61,9.79
C92-C92.9 Leucemia mieloide,4.93,5.22,0,0,4.53,0,0,0,0,0,14.08,21.68,3.87,20.2,13.66,54.53,29.99,11.15,8.62
C93-C93.9 Leucemia monocitica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,7.5,0,0.47
C95-C95.9 Leucemie cell.non specificate,0,0,0,0,0,0,0,0,0,0,0,0,3.87,0,4.55,0,0,0,0.47
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,0,5.32,0,4.53,0,3.13,0,8.6,0,14.08,7.23,23.2,20.2,9.1,32.72,97.48,144.98,13.28
