ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C34-C34.9 Bronchi e polmoni,0,0,0,0,0,0,0,0,29.92,35.57,47.67,131.55,187.08,419.78,391.48,561.74,405.19,293.91,109.58
C37-C37.9 Timo,0,0,0,0,0,0,0,3.51,0,0,0,0,0,16.63,0,0,0,0,1.27
C38-C38.9 Cuore mediastino pleura,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9,0,0.76
C40-C40.9 Ossa cart.art.arti,0,5.84,5.45,4.65,0,0,0,0,0,0,0,3.76,0,0,0,14.04,0,0,1.52
C41-C41.9 Ossa cart.art.altre e ns sedi,0,0,0,0,0,0,0,0,0,3.56,3.97,0,0,8.31,4.5,0,0,0,1.27
C43-C43.9 Melanoma della pelle,0,0,0,0,0,3.44,6.48,7.01,14.96,10.67,7.94,26.31,32.53,16.63,31.5,7.02,0,34.58,10.88
C44-C44.9 Pelle non melanomi,0,0,0,0,3.76,3.44,0,21.03,18.7,42.69,75.47,97.72,203.34,274.31,449.97,617.91,755.63,656.98,121.73
C45-C45.9 Mesotelioma,0,0,0,0,0,0,0,0,0,3.56,0,0,0,0,4.5,0,10.95,0,0.76
C46-C46.9 Sarcoma di Kaposi,0,0,0,0,0,0,3.24,3.51,0,3.56,3.97,3.76,4.07,0,4.5,0,0,0,1.77
C47-C47.9 Nervi periferici s.n.auto,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0.25
C48-C48.9 Retroperit.peritoneo,0,0,0,0,0,0,0,0,0,0,0,0,4.07,0,0,14.04,0,0,0.76
C49-C49.9 Tess.connettivo e molle,0,5.84,0,0,3.76,0,0,0,7.48,0,3.97,7.52,0,4.16,9,0,10.95,0,2.78
C50-C50.9 Mammella,0,0,0,0,0,0,0,0,0,0,0,7.52,0,0,4.5,14.04,0,0,1.27
C60-C60.9 Pene,0,0,0,0,0,0,0,0,0,7.11,3.97,15.03,4.07,16.63,13.5,0,32.85,17.29,4.81
C61-C61.9 Prostata,0,0,0,0,0,0,0,0,0,3.56,11.92,33.83,162.67,266,508.47,667.06,755.63,639.7,109.08
C62-C62.9 Testicolo,12.16,0,0,4.65,7.52,10.31,0,14.02,3.74,0,7.94,3.76,0,0,4.5,0,0,0,4.3
C63-C63.9 Al.n.s.org.genit.maschili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.29,0.25
C64-C64.9 Rene eccet.pelvi renale,0,0,0,0,0,3.44,3.24,0,11.22,14.23,19.86,18.79,44.74,78.97,67.5,77.24,43.8,86.45,21.26
C65-C65.9 Pelvi renale,0,0,0,0,0,0,0,3.51,0,0,0,11.28,4.07,16.63,4.5,21.07,21.9,0,3.8
C66-C66.9 Uretere,0,0,0,0,0,0,0,0,3.74,0,0,0,16.27,4.16,13.5,14.04,0,0,2.78
C67-C67.9 Vescica,0,0,0,0,3.76,3.44,3.24,10.52,7.48,32.01,51.64,86.45,170.81,199.5,314.98,421.3,372.34,293.91,82
C68-C68.9 Al.n.s.organi urinari,0,0,0,0,0,0,0,0,0,3.56,0,0,4.07,12.47,0,7.02,0,0,1.52
C69-C69.9 Occhio e annessi,0,0,0,0,0,0,0,0,0,3.56,0,0,0,4.16,4.5,7.02,10.95,0,1.27
C71-C71.9 Cervello,6.08,5.84,16.35,4.65,0,0,3.24,0,11.22,7.11,15.89,11.28,32.53,16.63,36,35.11,54.76,34.58,12.91
C72-C72.9 Midollo spin.nervi cran.al.parti,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0.25
C73-C73.9 Ghiandola tiroide,0,0,0,0,0,0,6.48,3.51,0,7.11,3.97,3.76,8.13,20.78,9,0,10.95,0,4.3
C74-C74.9 Ghiandole surrenali,6.08,0,0,0,0,0,0,0,0,0,0,0,4.07,0,4.5,0,10.95,0,1.01
C75-C75.9 Al.ghiand.endocr.strutt.correlate,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
C76-C76.9 Altre e mal.def.sedi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0.25
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,3.51,0,0,3.97,3.76,8.13,16.63,18,42.13,76.66,0,6.58
C81-C81.9 Malattia di Hodgkin,0,0,5.45,9.29,7.52,3.44,3.24,3.51,11.22,0,7.94,3.76,0,0,4.5,7.02,0,0,4.05
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,3.24,3.51,0,3.56,0,0,0,12.47,4.5,0,10.95,0,2.02
C83-C83.9 Linfoma diffuso non-Hodgkin,0,0,0,0,0,3.44,9.72,0,0,3.56,0,26.31,16.27,12.47,9,35.11,65.71,34.58,8.6
C84-C84.9 Linfoma perif.cutan.cell.T,0,0,0,0,0,0,0,0,0,3.56,0,3.76,0,4.16,0,7.02,10.95,0,1.27
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,0,3.76,3.44,0,7.01,11.22,3.56,7.94,3.76,8.13,4.16,18,28.09,32.85,69.16,7.34
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,3.74,0,0,0,8.13,8.31,0,0,0,0,1.27
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,0,0,0,0,0,16.27,16.63,31.5,28.09,43.8,69.16,6.83
C91-C91.9 Leucemia linfoide,0,0,5.45,0,3.76,0,0,3.51,0,14.23,11.92,30.07,20.33,24.94,27,49.15,54.76,69.16,12.91
C92-C92.9 Leucemia mieloide,0,0,5.45,0,3.76,3.44,0,3.51,0,3.56,11.92,0,4.07,16.63,49.5,63.2,98.56,69.16,11.64
C94-C94.9 Altre leucemie cell.specificate,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0.25
C95-C95.9 Leucemie cell.non specificate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.04,0,17.29,0.76
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,0,0,4.65,0,0,0,0,0,3.56,0,0,0,8.31,9,0,0,0,1.52
