ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C60-C60.9 Pene,0,0,0,0,0,0,0,0,0,0,10.76,0,4.02,3.98,9.3,27.38,15.17,23.56,3.77
C61-C61.9 Prostata,0,0,0,0,0,0,0,0,2.91,3.24,50.2,137.49,281.59,617.32,804.2,755.69,637.28,577.18,170.5
C62-C62.9 Testicolo,0,0,0,0,4.56,7.59,18.57,8.85,20.36,6.48,3.59,3.53,4.02,0,0,5.48,0,11.78,6.12
C64-C64.9 Rene eccet.pelvi renale,5.08,0,0,0,0,0,6.19,5.9,0,25.91,14.34,49.36,32.18,75.67,79.03,60.24,98.63,58.9,24.49
C65-C65.9 Pelvi renale,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98,13.95,0,0,11.78,1.18
C66-C66.9 Uretere,0,0,0,0,0,0,0,0,0,0,0,3.53,0,0,4.65,16.43,7.59,11.78,1.65
C67-C67.9 Vescica,0,0,0,0,0,3.79,0,0,2.91,12.95,35.85,42.3,92.52,139.4,176.65,279.28,257.95,270.92,54.64
C68-C68.9 Al.n.s.organi urinari,0,0,0,0,0,0,0,0,0,0,0,0,4.02,3.98,4.65,0,0,0,0.71
C69-C69.9 Occhio e annessi,5.08,0,0,0,0,0,0,0,2.91,3.24,0,3.53,0,0,0,5.48,0,0,1.18
C70-C70.9 Meningi,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98,4.65,0,0,0,0.47
C71-C71.9 Cervello,0,5.32,0,0,0,7.59,3.09,0,2.91,3.24,7.17,10.58,20.11,27.88,27.89,43.81,37.93,23.56,10.36
C72-C72.9 Midollo spin.nervi cran.al.parti,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98,0,5.48,0,0,0.47
C73-C73.9 Ghiandola tiroide,0,0,0,0,4.56,7.59,0,2.95,5.82,22.67,7.17,7.05,12.07,23.9,0,16.43,0,11.78,7.07
C74-C74.9 Ghiandole surrenali,0,0,0,0,0,0,3.09,0,0,0,0,0,0,0,4.65,0,0,11.78,0.71
C75-C75.9 Al.ghiand.endocr.strutt.correlate,0,0,0,0,0,0,0,0,0,3.24,0,3.53,0,3.98,0,0,0,0,0.71
C76-C76.9 Altre e mal.def.sedi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.78,0.24
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,5.9,0,0,0,0,0,7.97,9.3,32.86,37.93,23.56,4.47
C81-C81.9 Malattia di Hodgkin,5.08,0,0,0,9.12,3.79,0,5.9,0,0,7.17,7.05,8.05,3.98,0,10.95,0,0,3.53
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,3.09,0,0,3.24,0,3.53,0,3.98,4.65,10.95,7.59,0,1.88
C83-C83.9 Linfoma diffuso non-Hodgkin,0,0,0,0,0,0,3.09,0,2.91,0,3.59,0,12.07,15.93,4.65,21.9,7.59,11.78,4
C84-C84.9 Linfoma perif.cutan.cell.T,0,0,0,4.99,0,0,3.09,0,2.91,0,0,3.53,0,7.97,23.24,5.48,7.59,0,3.06
C85-C85.9 Al.n.s.linfomi non-Hodgkin,5.08,0,5.36,4.99,18.23,3.79,0,2.95,2.91,12.95,10.76,14.1,40.23,19.91,83.67,71.19,53.11,47.12,18.37
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,0,0,0,0,8.05,0,4.65,0,0,0,0.71
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,0,5.82,0,17.93,17.63,36.2,27.88,41.84,43.81,15.17,47.12,12.01
C91-C91.9 Leucemia linfoide,5.08,0,0,4.99,0,0,0,2.95,0,6.48,0,10.58,12.07,43.81,32.54,49.28,60.69,11.78,11.07
C92-C92.9 Leucemia mieloide,5.08,0,0,0,4.56,3.79,0,8.85,5.82,0,7.17,10.58,24.14,35.84,37.19,32.86,53.11,47.12,12.48
C95-C95.9 Leucemie cell.non specificate,0,0,0,4.99,0,0,0,0,0,0,0,0,0,0,0,0,7.59,0,0.47
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,0,0,0,4.56,0,3.09,0,0,12.95,10.76,21.15,16.09,23.9,41.84,54.76,83.45,23.56,13.42
