ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C40-C40.9 Ossa cart.art.arti,0,0,0,0,0,3.87,3.29,0,0,2.96,0,0,0,4.28,0,0,7.41,0,1.15
C41-C41.9 Ossa cart.art.altre e ns sedi,4.8,0,0,0,0,3.87,0,0,0,0,0,0,0,0,0,0,7.41,0,0.69
C43-C43.9 Melanoma della pelle,0,0,0,0,4.48,11.6,6.58,14.48,22.88,23.69,16.9,14.74,39.38,29.94,30.47,53.37,37.05,89.56,19.53
C44-C44.9 Pelle non melanomi,0,0,0,9.99,4.48,11.6,16.46,26.07,20.02,41.46,67.58,136.35,168.24,312.21,491.89,656.51,852.2,1034.93,154.66
C45-C45.9 Mesotelioma,0,0,0,0,0,0,0,0,0,0,3.38,3.69,21.48,8.55,26.12,10.67,29.64,9.95,5.29
C46-C46.9 Sarcoma di Kaposi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0.23
C48-C48.9 Retroperit.peritoneo,0,0,0,0,0,0,0,0,2.86,0,3.38,0,0,4.28,0,5.34,0,0,0.92
C49-C49.9 Tess.connettivo e molle,0,0,0,0,0,0,0,0,2.86,5.92,3.38,0,0,4.28,0,16.01,7.41,0,2.07
C50-C50.9 Mammella,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,13.06,10.67,7.41,0,1.84
C60-C60.9 Pene,0,0,0,0,0,0,0,0,0,0,0,3.69,7.16,8.55,0,16.01,14.82,9.95,2.53
C61-C61.9 Prostata,0,0,0,0,0,0,0,0,0,8.88,43.93,128.98,365.11,598.76,644.25,581.78,563.19,417.95,153.51
C62-C62.9 Testicolo,0,0,0,4.99,13.43,11.6,26.33,0,8.58,8.88,3.38,0,3.58,0,0,0,0,0,5.29
C63-C63.9 Al.n.s.org.genit.maschili,0,0,0,0,0,0,0,0,0,0,0,0,3.58,0,0,0,0,0,0.23
C64-C64.9 Rene eccet.pelvi renale,0,0,0,0,0,3.87,3.29,8.69,20.02,8.88,30.41,44.22,71.59,59.88,104.47,74.72,51.87,19.9,26.89
C65-C65.9 Pelvi renale,0,0,0,0,0,0,0,0,0,2.96,0,3.69,7.16,17.11,0,0,22.23,9.95,2.76
C66-C66.9 Uretere,0,0,0,0,0,0,0,0,0,0,0,3.69,3.58,0,0,10.67,0,0,0.92
C67-C67.9 Vescica,0,0,0,0,0,0,0,5.79,8.58,17.77,23.65,29.48,71.59,132.58,161.06,165.46,392.75,248.78,51.25
C68-C68.9 Al.n.s.organi urinari,0,0,0,0,0,0,0,0,0,2.96,0,0,0,0,0,0,7.41,0,0.46
C69-C69.9 Occhio e annessi,0,0,0,0,0,0,0,0,0,0,0,3.69,3.58,0,0,0,0,0,0.46
C70-C70.9 Meningi,4.8,0,0,0,0,0,0,0,0,0,0,0,0,4.28,0,0,0,0,0.46
C71-C71.9 Cervello,4.8,0,5.15,0,4.48,0,6.58,2.9,2.86,8.88,13.52,18.43,21.48,38.49,21.77,32.02,7.41,39.8,11.49
C73-C73.9 Ghiandola tiroide,0,0,0,0,4.48,11.6,9.87,0,8.58,8.88,13.52,7.37,21.48,25.66,13.06,0,7.41,0,8.04
C74-C74.9 Ghiandole surrenali,9.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,0,0,0,0,7.37,7.16,4.28,13.06,32.02,29.64,49.76,5.29
C81-C81.9 Malattia di Hodgkin,0,0,0,0,8.95,3.87,6.58,2.9,0,2.96,3.38,0,0,0,0,0,0,9.95,2.07
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,3.87,0,0,8.58,2.96,6.76,11.06,14.32,4.28,17.41,0,7.41,0,4.6
C83-C83.9 Linfoma diffuso non-Hodgkin,0,0,0,4.99,0,3.87,3.29,0,5.72,8.88,10.14,11.06,14.32,25.66,52.24,32.02,29.64,19.9,11.03
C84-C84.9 Linfoma perif.cutan.cell.T,0,0,0,0,0,0,3.29,0,2.86,0,0,3.69,7.16,0,8.71,0,0,0,1.61
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,0,4.48,0,9.87,2.9,5.72,14.81,3.38,18.43,17.9,25.66,26.12,16.01,59.28,69.66,12.18
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,0,2.96,3.38,0,0,4.28,0,0,0,0,0.69
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,2.9,0,5.92,3.38,3.69,14.32,25.66,13.06,42.7,81.51,69.66,10.11
C91-C91.9 Leucemia linfoide,4.8,0,0,0,0,0,0,2.9,0,0,6.76,7.37,25.06,25.66,17.41,32.02,66.69,39.8,9.65
C92-C92.9 Leucemia mieloide,0,0,5.15,0,0,3.87,0,2.9,0,5.92,3.38,7.37,7.16,4.28,34.82,48.04,29.64,49.76,8.5
C93-C93.9 Leucemia monocitica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.95,0.23
C95-C95.9 Leucemie cell.non specificate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.23,0,0.69
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,5.06,0,0,0,0,0,8.69,2.86,2.96,3.38,11.06,21.48,21.38,43.53,69.39,103.75,59.71,14.71
