ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C55-C55.9 Utero n.s.,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,12.98,0,0.71
C56-C56.9 Ovaio,0,0,0,0,11.2,0,6.57,14.38,11.27,24.24,27.58,28.41,29.48,24.75,50.54,46.03,45.43,17.57,19.02
C57-C57.9 Al.n.s.org.genit.femminili,0,0,0,0,0,0,0,0,0,3.46,0,0,0,0,3.61,0,0,0,0.48
C58-C58.9 Placenta,0,0,0,0,0,3.49,0,0,0,0,0,0,0,0,0,0,0,0,0.24
C64-C64.9 Rene eccet.pelvi renale,0,0,0,0,0,0,0,0,7.51,13.85,19.7,7.1,40.53,10.61,25.27,28.77,32.45,35.13,11.41
C65-C65.9 Pelvi renale,0,0,0,0,0,0,0,0,0,0,0,7.1,0,3.54,3.61,0,19.47,0,1.66
C67-C67.9 Vescica,0,0,0,0,3.73,0,6.57,3.6,3.76,6.92,15.76,14.2,29.48,31.82,54.15,57.53,110.34,26.35,18.31
C68-C68.9 Al.n.s.organi urinari,0,0,0,0,0,0,0,0,0,0,3.94,0,3.68,3.54,0,0,12.98,0,1.19
C69-C69.9 Occhio e annessi,0,0,0,0,0,0,0,0,3.76,3.46,0,7.1,3.68,0,0,0,6.49,0,1.43
C70-C70.9 Meningi,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,0,0,0,17.57,0.71
C71-C71.9 Cervello,12.86,0,5.6,4.74,3.73,0,3.28,3.6,0,6.92,3.94,7.1,7.37,28.29,14.44,28.77,12.98,0,7.85
C72-C72.9 Midollo spin.nervi cran.al.parti,0,0,0,0,0,0,3.28,0,3.76,0,0,0,3.68,0,0,0,0,0,0.71
C73-C73.9 Ghiandola tiroide,0,0,0,4.74,0,17.43,9.85,28.76,15.02,31.16,11.82,21.3,11.05,3.54,10.83,11.51,32.45,0,12.6
C74-C74.9 Ghiandole surrenali,0,0,0,0,0,0,6.57,0,0,0,0,0,0,0,0,0,0,0,0.48
C76-C76.9 Altre e mal.def.sedi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.78,0.24
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,0,0,0,3.94,0,0,7.07,10.83,28.77,12.98,43.92,4.28
C81-C81.9 Malattia di Hodgkin,0,0,0,4.74,0,20.91,3.28,0,7.51,0,0,3.55,0,3.54,3.61,0,0,0,3.09
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,0,3.6,0,3.46,3.94,7.1,3.68,7.07,0,0,6.49,0,2.14
C83-C83.9 Linfoma diffuso non-Hodgkin,6.43,0,0,0,0,3.49,3.28,7.19,3.76,6.92,3.94,7.1,7.37,17.68,25.27,17.26,0,17.57,7.13
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,6.25,0,0,3.73,0,0,3.6,3.76,3.46,0,7.1,25.79,28.29,14.44,51.78,32.45,26.35,10.22
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0,0,0.24
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,0,3.76,0,3.94,10.65,11.05,35.36,14.44,23.01,38.94,8.78,7.85
C91-C91.9 Leucemia linfoide,0,0,11.21,0,3.73,0,3.28,0,0,6.92,0,10.65,14.74,28.29,14.44,34.52,19.47,26.35,8.8
C92-C92.9 Leucemia mieloide,0,0,0,0,3.73,0,3.28,3.6,3.76,0,0,3.55,7.37,0,21.66,28.77,38.94,43.92,6.9
C95-C95.9 Leucemie cell.non specificate,0,0,0,0,0,0,0,0,0,0,0,0,7.37,0,3.61,5.75,6.49,26.35,1.9
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,0,0,0,0,0,0,0,0,0,0,0,7.37,0,3.61,0,0,0,0.71
