ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C44-C44.9 Pelle non melanomi,0,0,0,0,0,0,3.27,6.35,17.62,45.07,66.99,115.83,189.17,261.51,359.68,699.69,691.04,500,119.82
C45-C45.9 Mesotelioma,0,0,0,0,0,0,0,0,0,0,0,4.14,7.72,0,9.22,5.6,11.15,0,1.75
C46-C46.9 Sarcoma di Kaposi,0,0,0,0,0,0,0,0,0,0,3.53,0,0,0,0,0,0,0,0.25
C48-C48.9 Retroperit.peritoneo,0,0,0,0,0,0,3.27,0,0,0,0,0,0,0,9.22,5.6,0,0,1
C49-C49.9 Tess.connettivo e molle,0,0,0,0,0,0,0,0,0,0,0,0,3.86,4.29,18.45,5.6,33.44,0,2.51
C50-C50.9 Mammella,0,0,0,0,0,0,0,0,0,0,7.05,0,0,8.57,4.61,0,22.29,13.89,2.01
C60-C60.9 Pene,0,0,0,0,0,0,0,0,3.52,3.76,0,0,3.86,4.29,4.61,5.6,0,27.78,2.01
C61-C61.9 Prostata,0,0,0,0,0,0,0,0,0,7.51,24.68,57.92,204.62,342.96,530.3,548.56,780.21,388.89,117.07
C62-C62.9 Testicolo,0,0,0,10.05,8.5,6.96,13.09,25.39,0,15.02,3.53,8.27,3.86,0,0,0,11.15,0,6.77
C63-C63.9 Al.n.s.org.genit.maschili,0,0,0,0,0,0,0,0,0,3.76,0,0,0,0,0,5.6,0,0,0.5
C64-C64.9 Rene eccet.pelvi renale,0,0,0,0,0,0,0,9.52,3.52,11.27,35.26,37.23,61.77,64.31,55.34,83.96,44.58,41.67,22.81
C65-C65.9 Pelvi renale,0,0,0,0,0,0,0,3.17,0,0,0,4.14,0,4.29,9.22,16.79,11.15,0,2.26
C66-C66.9 Uretere,0,0,0,0,0,0,0,0,0,0,0,0,3.86,4.29,0,5.6,0,0,0.75
C67-C67.9 Vescica,0,0,0,0,0,0,0,9.52,3.52,30.05,66.99,107.56,154.43,231.5,304.34,279.88,334.37,347.22,80.72
C68-C68.9 Al.n.s.organi urinari,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29,9.22,5.6,0,0,1
C69-C69.9 Occhio e annessi,11.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,11.15,13.89,1.5
C71-C71.9 Cervello,5.91,5.82,0,5.02,0,3.48,3.27,3.17,3.52,11.27,24.68,20.68,23.16,25.72,23.06,39.18,33.44,0,12.28
C72-C72.9 Midollo spin.nervi cran.al.parti,0,0,0,0,0,0,3.27,0,0,3.76,0,0,0,0,0,0,0,0,0.5
C73-C73.9 Ghiandola tiroide,0,0,0,10.05,8.5,0,3.27,12.7,3.52,7.51,3.53,16.55,15.44,8.57,4.61,16.79,0,13.89,7.02
C74-C74.9 Ghiandole surrenali,5.91,0,0,0,0,0,0,3.17,0,0,0,0,3.86,0,4.61,5.6,0,0,1.25
C75-C75.9 Al.ghiand.endocr.strutt.correlate,0,5.82,5.53,0,0,0,0,0,0,0,0,0,0,4.29,0,5.6,0,0,1
C76-C76.9 Altre e mal.def.sedi,0,0,0,0,0,0,0,0,3.52,0,0,0,0,0,0,0,0,0,0.25
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,0,0,3.76,0,4.14,3.86,12.86,13.83,33.59,22.29,41.67,5.01
C81-C81.9 Malattia di Hodgkin,0,0,0,10.05,4.25,0,9.82,3.17,3.52,7.51,0,4.14,0,0,0,11.2,0,13.89,3.51
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,0,0,3.52,3.76,3.53,0,0,4.29,4.61,5.6,0,0,1.5
C83-C83.9 Linfoma diffuso non-Hodgkin,0,0,5.53,0,0,0,0,3.17,3.52,0,0,0,11.58,25.72,18.45,27.99,22.29,0,5.77
C84-C84.9 Linfoma perif.cutan.cell.T,0,0,0,0,0,0,0,3.17,0,0,0,0,0,0,0,11.2,11.15,0,1
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,5.02,0,0,0,3.17,3.52,3.76,10.58,8.27,3.86,12.86,27.67,27.99,55.73,27.78,7.77
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,0,0,3.53,0,3.86,0,0,5.6,11.15,0,1
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,3.17,0,3.76,10.58,12.41,15.44,25.72,59.95,67.17,33.44,27.78,12.03
C91-C91.9 Leucemia linfoide,5.91,17.45,5.53,0,0,0,0,0,3.52,7.51,3.53,8.27,27.02,25.72,59.95,22.39,55.73,55.56,12.53
C92-C92.9 Leucemia mieloide,0,0,0,0,0,3.48,0,3.17,10.57,0,3.53,8.27,23.16,21.44,41.5,27.99,100.31,41.67,11.28
C95-C95.9 Leucemie cell.non specificate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61,0,0,0,0.25
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,0,0,5.02,0,0,3.27,3.17,0,7.51,3.53,20.68,19.3,34.3,18.45,0,22.29,0,7.52
