ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C21-C21.9 Ano e canale anale,0,0,0,0,0,0,3.07,0,0,0,3.69,0,0,0,13.8,5.53,0,0,1.44
C22-C22.9 Fegato dotti intraepatici,0,0,0,0,0,0,0,0,0,10.31,18.46,21.21,20.69,52.67,82.79,132.64,131.9,138.44,24.2
C23-C23.9 Colecisti,0,0,0,0,0,0,0,0,0,0,0,3.53,0,4.05,0,5.53,38.79,0,1.92
C24-C24.9 Altre ns parti vie biliari,0,0,0,0,0,0,0,0,0,0,7.38,0,0,8.1,9.2,44.21,23.28,55.37,5.03
C25-C25.9 Pancreas,0,0,0,0,0,0,3.07,0,3.03,24.05,25.84,24.74,37.24,32.41,55.19,127.11,77.59,55.37,21.32
C26-C26.9 Altri mal def.organi digerenti,0,0,0,0,0,0,0,0,0,0,0,3.53,0,4.05,0,5.53,7.76,41.53,1.68
C30-C30.9 Cavita' nasali orecc.medio,0,0,0,0,0,0,0,0,0,0,3.69,3.53,0,0,0,0,0,0,0.48
C31-C31.9 Seni accessori,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,7.76,0,0.48
C32-C32.9 Laringe,0,0,0,0,0,0,0,0,0,3.44,3.69,24.74,41.38,16.21,36.8,44.21,46.55,13.84,11.02
C33-C33.9 Trachea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,7.76,0,0.48
C34-C34.9 Bronchi e polmoni,0,0,0,0,0,0,0,2.96,9.1,48.11,55.37,141.38,153.12,190.42,377.16,530.55,481.05,318.41,100.62
C37-C37.9 Timo,0,5.51,0,0,0,0,0,2.96,0,0,0,3.53,0,0,0,0,0,0,0.72
C38-C38.9 Cuore mediastino pleura,0,0,0,0,0,0,0,0,0,0,0,3.53,0,0,0,11.05,0,0,0.72
C40-C40.9 Ossa cart.art.arti,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,7.76,0,0.48
C41-C41.9 Ossa cart.art.altre e ns sedi,0,0,5.38,0,0,0,0,0,3.03,3.44,3.69,0,0,0,0,0,0,0,0.96
C43-C43.9 Melanoma della pelle,0,0,5.38,0,0,7.28,6.14,2.96,9.1,6.87,14.76,24.74,33.11,32.41,13.8,55.27,46.55,27.69,14.14
C44-C44.9 Pelle non melanomi,0,0,0,0,4.45,3.64,12.28,14.82,12.14,48.11,55.37,98.96,169.67,299.81,505.94,591.34,923.3,802.93,139.19
C45-C45.9 Mesotelioma,0,0,0,0,0,0,0,0,0,0,7.38,3.53,8.28,0,9.2,11.05,0,13.84,2.4
C46-C46.9 Sarcoma di Kaposi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,15.52,13.84,0.96
C48-C48.9 Retroperit.peritoneo,0,0,0,0,0,0,0,0,3.03,0,0,7.07,0,0,9.2,11.05,0,0,1.68
C49-C49.9 Tess.connettivo e molle,0,0,0,0,8.9,3.64,3.07,0,3.03,0,0,7.07,4.14,24.31,13.8,22.11,7.76,13.84,5.51
C50-C50.9 Mammella,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,9.2,16.58,7.76,13.84,1.92
C60-C60.9 Pene,0,0,0,0,0,0,0,0,0,0,0,3.53,16.55,0,9.2,5.53,7.76,41.53,2.87
C61-C61.9 Prostata,0,0,0,0,0,0,0,0,0,3.44,14.76,137.84,306.23,559.11,694.52,806.88,752.61,609.12,166.27
C62-C62.9 Testicolo,5.37,0,0,10.22,4.45,14.57,12.28,8.89,6.07,3.44,0,3.53,0,0,4.6,0,0,0,4.79
C63-C63.9 Al.n.s.org.genit.maschili,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,0,0,7.76,0,0.48
C64-C64.9 Rene eccet.pelvi renale,0,0,0,0,0,0,3.07,2.96,3.03,20.62,36.91,24.74,70.35,89.13,68.99,77.37,77.59,41.53,25.63
C65-C65.9 Pelvi renale,0,0,0,0,0,0,0,0,0,0,0,3.53,0,8.1,0,11.05,15.52,0,1.68
C66-C66.9 Uretere,0,0,0,0,0,0,0,0,0,3.44,0,3.53,12.41,0,13.8,22.11,7.76,0,3.11
C67-C67.9 Vescica,0,0,0,0,0,0,3.07,0,6.07,17.18,22.15,45.95,86.9,117.49,165.58,309.49,364.67,304.56,57.02
C68-C68.9 Al.n.s.organi urinari,0,0,0,0,0,0,0,0,0,0,3.69,0,0,8.1,0,5.53,15.52,41.53,2.16
C69-C69.9 Occhio e annessi,0,0,0,0,0,0,0,0,0,0,0,3.53,0,4.05,0,0,7.76,0,0.72
C70-C70.9 Meningi,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,0,0,0,0,0.24
C71-C71.9 Cervello,5.37,0,0,5.11,0,7.28,0,0,6.07,13.74,14.76,21.21,20.69,12.15,36.8,33.16,38.79,55.37,12.22
C72-C72.9 Midollo spin.nervi cran.al.parti,0,0,0,0,0,0,0,0,3.03,0,0,0,0,4.05,4.6,0,0,0,0.72
C73-C73.9 Ghiandola tiroide,0,0,0,0,4.45,7.28,0,2.96,9.1,6.87,0,14.14,24.83,8.1,4.6,5.53,31.04,0,6.47
C74-C74.9 Ghiandole surrenali,0,0,0,0,0,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0.24
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,0,3.03,3.44,0,0,0,20.26,4.6,22.11,62.07,41.53,5.51
C81-C81.9 Malattia di Hodgkin,0,0,5.38,0,8.9,14.57,0,0,3.03,3.44,3.69,3.53,4.14,0,9.2,11.05,7.76,27.69,4.55
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,0,0,0,3.44,3.69,3.53,8.28,0,9.2,16.58,0,0,2.4
C83-C83.9 Linfoma diffuso non-Hodgkin,0,5.51,0,0,0,0,0,2.96,6.07,3.44,14.76,14.14,8.28,36.46,27.6,22.11,38.79,41.53,10.06
C84-C84.9 Linfoma perif.cutan.cell.T,0,0,0,0,0,0,0,0,0,0,0,3.53,12.41,0,9.2,0,7.76,13.84,1.92
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,5.11,4.45,0,0,2.96,6.07,3.44,14.76,3.53,20.69,12.15,50.59,55.27,62.07,27.69,11.98
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,0,0,0,3.53,8.28,0,0,0,0,27.69,1.2
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,0,3.03,0,0,3.53,16.55,20.26,36.8,27.63,46.55,41.53,7.91
C91-C91.9 Leucemia linfoide,0,0,0,0,0,0,0,2.96,0,0,3.69,17.67,8.28,24.31,27.6,44.21,38.79,13.84,8.39
C92-C92.9 Leucemia mieloide,0,0,0,0,0,3.64,0,0,6.07,0,7.38,10.6,16.55,28.36,41.4,60.79,46.55,27.69,11.26
C95-C95.9 Leucemie cell.non specificate,0,0,0,0,0,0,0,0,0,3.44,0,3.53,0,0,9.2,16.58,7.76,55.37,2.87
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,0,0,0,0,0,3.07,0,6.07,0,3.69,14.14,12.41,20.26,9.2,66.32,15.52,69.22,8.86
