ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C50-C50.9 Mammella,0,0,0,5.47,0,10.97,15.8,39.35,116.32,224.11,283.12,203.57,335.65,278.75,202.58,344.74,333.31,160.95,149.64
C51-C51.9 Vulva,0,0,0,0,0,0,0,0,0,0,3.58,0,11.19,0,15.01,12.03,33.81,13.41,4.53
C52-C52.9 Vagina,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24,7.5,0,9.66,0,1.36
C53-C53.9 Collo dell'utero,0,0,0,0,0,7.31,0,12.11,18.86,14.01,3.58,14.04,7.46,10.86,33.76,16.03,19.32,6.71,9.98
C54-C54.9 Corpo dell'utero,0,0,0,0,0,0,3.16,6.05,3.14,17.51,35.84,59.67,74.59,86.88,56.27,76.16,43.48,67.06,30.16
C56-C56.9 Ovaio,0,6.14,0,0,9.44,7.31,9.48,9.08,9.43,10.51,35.84,31.59,33.57,39.82,37.51,52.11,77.29,60.36,23.58
C57-C57.9 Al.n.s.org.genit.femminili,5.74,0,0,0,0,0,0,0,0,0,0,3.51,0,0,3.75,0,4.83,0,0.91
C64-C64.9 Rene eccet.pelvi renale,5.74,0,0,0,0,0,3.16,6.05,0,10.51,10.75,31.59,22.38,21.72,18.76,32.07,53.14,6.71,12.7
C65-C65.9 Pelvi renale,0,0,0,0,0,0,0,0,0,0,0,0,3.73,0,7.5,4.01,0,6.71,1.13
C66-C66.9 Uretere,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24,0,0,0,0,0.45
C67-C67.9 Vescica,0,0,0,0,0,0,0,0,0,0,10.75,14.04,18.65,32.58,48.77,48.1,57.97,60.36,15.19
C68-C68.9 Al.n.s.organi urinari,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62,0,0,0,0,0.23
C69-C69.9 Occhio e annessi,0,0,0,0,0,0,0,0,0,3.5,3.58,3.51,0,7.24,0,0,0,0,1.13
C70-C70.9 Meningi,0,0,0,0,0,0,0,0,0,0,0,3.51,0,0,0,4.01,0,0,0.45
C71-C71.9 Cervello,0,0,0,5.47,0,3.66,12.64,3.03,3.14,3.5,7.17,14.04,3.73,14.48,11.25,24.05,28.98,20.12,8.62
C73-C73.9 Ghiandola tiroide,0,0,0,0,9.44,25.6,18.96,15.13,18.86,31.52,28.67,17.55,22.38,14.48,26.26,16.03,0,6.71,15.87
C74-C74.9 Ghiandole surrenali,11.49,0,0,0,0,0,0,0,0,0,3.58,0,0,0,0,4.01,4.83,0,1.13
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,0,0,0,0,0,3.73,3.62,7.5,4.01,4.83,26.82,2.27
C81-C81.9 Malattia di Hodgkin,0,0,0,5.47,4.72,7.31,3.16,9.08,9.43,10.51,3.58,3.51,3.73,3.62,0,0,0,0,4.08
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,3.16,0,0,0,0,3.51,3.73,7.24,0,0,0,13.41,1.59
C83-C83.9 Linfoma diffuso non-Hodgkin,0,0,5.74,0,0,3.66,3.16,3.03,3.14,7,10.75,7.02,11.19,14.48,15.01,12.03,28.98,13.41,7.71
C84-C84.9 Linfoma perif.cutan.cell.T,0,0,0,0,0,0,0,0,0,0,3.58,0,0,3.62,0,4.01,9.66,6.71,1.36
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,0,0,0,0,3.03,6.29,0,3.58,17.55,11.19,25.34,41.27,28.06,33.81,20.12,10.66
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0.23
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,0,6.29,3.5,3.58,17.55,7.46,25.34,7.5,32.07,14.49,40.24,8.39
C91-C91.9 Leucemia linfoide,11.49,18.41,5.74,0,0,0,0,0,0,0,3.58,3.51,11.19,14.48,11.25,20.04,14.49,13.41,6.35
C92-C92.9 Leucemia mieloide,5.74,0,0,0,0,0,0,3.03,3.14,7,0,7.02,14.92,3.62,22.51,12.03,38.64,0,6.58
C95-C95.9 Leucemie cell.non specificate,0,0,0,0,0,3.66,0,0,0,3.5,3.58,3.51,7.46,3.62,3.75,0,9.66,13.41,2.72
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,0,0,0,0,0,0,0,6.29,0,3.58,0,3.73,14.48,3.75,8.02,19.32,0,3.4
