ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C66-C66.9 Uretere,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,3.8,4.01,9.36,0,1.12
C67-C67.9 Vescica,0,0,0,0,0,0,3.1,0,0,3.4,10.72,3.38,3.85,46.68,37.98,56.09,74.88,69.73,15.92
C68-C68.9 Al.n.s.organi urinari,0,0,0,0,0,0,0,3.01,0,0,3.57,0,0,3.59,0,0,0,6.34,0.9
C69-C69.9 Occhio e annessi,0,0,0,0,0,0,0,3.01,0,0,0,0,0,0,0,0,9.36,0,0.67
C70-C70.9 Meningi,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,3.8,0,0,6.34,0.67
C71-C71.9 Cervello,0,0,5.73,0,0,7.46,3.1,0,6.07,3.4,3.57,10.15,15.4,17.96,30.38,24.04,37.44,31.69,10.54
C72-C72.9 Midollo spin.nervi cran.al.parti,0,0,0,0,0,0,0,0,0,0,0,3.38,0,0,0,0,0,0,0.22
C73-C73.9 Ghiandola tiroide,0,0,5.73,0,4.73,3.73,12.4,9.03,24.29,16.99,17.87,30.45,19.25,21.55,15.19,4.01,14.04,19.02,13.23
C74-C74.9 Ghiandole surrenali,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0.22
C75-C75.9 Al.ghiand.endocr.strutt.correlate,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59,0,0,0,0,0.22
C76-C76.9 Altre e mal.def.sedi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34,0.22
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,3.01,0,0,3.57,0,7.7,7.18,0,8.01,14.04,76.07,5.16
C81-C81.9 Malattia di Hodgkin,0,0,0,10.85,4.73,0,0,3.01,3.04,0,3.57,0,0,3.59,0,0,4.68,0,1.79
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,0,0,0,6.79,7.15,3.38,3.85,3.59,0,4.01,4.68,0,2.02
C83-C83.9 Linfoma diffuso non-Hodgkin,0,0,0,0,0,3.73,6.2,6.02,6.07,0,10.72,16.92,7.7,17.96,22.79,32.05,14.04,19.02,9.42
C84-C84.9 Linfoma perif.cutan.cell.T,0,0,0,0,0,0,0,0,0,0,0,0,11.55,0,0,8.01,0,0,1.12
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,0,0,7.46,3.1,0,0,3.4,0,6.77,11.55,14.36,30.38,20.03,37.44,25.36,8.52
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,6.34,0.45
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,4.73,0,0,0,3.04,0,7.15,10.15,19.25,14.36,22.79,28.05,46.8,25.36,9.64
C91-C91.9 Leucemia linfoide,11.24,11.97,0,0,0,0,0,0,0,10.19,0,10.15,3.85,10.77,15.19,16.03,18.72,19.02,6.5
C92-C92.9 Leucemia mieloide,0,0,0,0,0,0,6.2,3.01,0,6.79,7.15,6.77,11.55,21.55,18.99,32.05,23.4,38.03,9.42
C95-C95.9 Leucemie cell.non specificate,0,0,0,0,0,0,0,3.01,6.07,0,0,3.38,3.85,0,11.39,20.03,18.72,12.68,4.26
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,0,0,0,0,0,0,0,0,0,3.57,6.77,0,0,7.6,24.04,18.72,12.68,3.81
