ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C32-C32.9 Laringe,0,0,0,0,0,0,0,0,0,3.6,7.11,0,7.32,0,0,0,5.29,0,1.38
C34-C34.9 Bronchi e polmoni,0,0,0,0,0,0,0,0,0,14.39,7.11,25.65,32.93,36.81,97.83,71.81,121.72,53.69,24.62
C38-C38.9 Cuore mediastino pleura,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0.23
C40-C40.9 Ossa cart.art.arti,0,0,11.49,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,0,0.69
C41-C41.9 Ossa cart.art.altre e ns sedi,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,3.99,0,0,0.46
C43-C43.9 Melanoma della pelle,0,0,0,0,0,0,6.46,6.17,16.45,14.39,17.76,21.99,25.62,11.04,22.58,23.94,10.58,26.84,11.97
C44-C44.9 Pelle non melanomi,0,0,0,0,9.36,0,9.68,15.43,32.91,25.18,28.42,76.96,102.46,180.35,218.23,363.05,433.94,550.3,102.63
C45-C45.9 Mesotelioma,0,0,0,0,0,0,0,0,0,0,0,0,7.32,3.68,0,0,5.29,6.71,1.15
C47-C47.9 Nervi periferici s.n.auto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71,0.23
C48-C48.9 Retroperit.peritoneo,0,0,0,0,0,0,0,0,0,0,0,7.33,0,3.68,0,0,5.29,0,0.92
C49-C49.9 Tess.connettivo e molle,0,0,0,0,0,0,3.23,3.09,0,0,3.55,7.33,0,3.68,7.53,3.99,5.29,0,2.3
C50-C50.9 Mammella,0,0,0,0,0,10.81,19.37,74.05,151.37,197.87,255.79,267.54,263.47,309.17,278.43,275.28,248.72,194.62,150.5
C51-C51.9 Vulva,0,0,0,0,0,0,0,0,0,0,3.55,3.66,3.66,7.36,11.29,15.96,26.46,20.13,4.6
C52-C52.9 Vagina,0,0,0,0,0,0,0,0,3.29,0,0,0,3.66,0,3.76,3.99,31.75,0,2.3
C53-C53.9 Collo dell'utero,0,0,0,0,0,10.81,3.23,12.34,9.87,17.99,10.66,3.66,10.98,18.4,15.05,3.99,21.17,0,8.51
C54-C54.9 Corpo dell'utero,0,0,0,0,0,0,3.23,3.09,13.16,21.59,31.97,65.97,43.91,69.93,56.44,67.82,84.67,46.98,28.76
C55-C55.9 Utero n.s.,0,0,0,0,0,0,0,3.09,0,0,0,0,3.66,0,0,0,0,0,0.46
C56-C56.9 Ovaio,0,0,0,5.48,4.68,7.21,9.68,3.09,3.29,7.2,39.08,32.98,36.59,40.49,60.2,47.87,47.63,26.84,21.4
C57-C57.9 Al.n.s.org.genit.femminili,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68,0,0,10.58,0,0.69
C64-C64.9 Rene eccet.pelvi renale,5.97,0,0,0,0,7.21,0,0,0,10.79,3.55,18.32,10.98,18.4,22.58,27.93,37.04,20.13,9.9
C65-C65.9 Pelvi renale,0,0,0,0,0,0,0,0,0,0,3.55,0,0,3.68,3.76,7.98,15.88,6.71,2.07
C66-C66.9 Uretere,0,0,0,0,0,0,0,0,0,0,3.55,0,0,0,0,0,0,6.71,0.46
C67-C67.9 Vescica,0,0,0,0,0,0,0,3.09,0,0,0,14.66,25.62,14.72,37.63,23.94,47.63,33.55,10.59
C68-C68.9 Al.n.s.organi urinari,0,0,0,0,0,0,0,0,0,0,0,0,3.66,0,3.76,0,5.29,6.71,0.92
C69-C69.9 Occhio e annessi,0,0,0,0,0,0,0,0,3.29,3.6,0,0,0,0,0,3.99,0,0,0.69
C71-C71.9 Cervello,5.97,0,0,0,0,7.21,3.23,0,0,3.6,3.55,7.33,14.64,11.04,22.58,39.9,5.29,6.71,7.59
C73-C73.9 Ghiandola tiroide,0,0,0,0,0,7.21,16.14,18.51,26.33,28.78,21.32,21.99,29.27,40.49,11.29,7.98,5.29,0,15.19
C74-C74.9 Ghiandole surrenali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,0,6.71,0.46
C75-C75.9 Al.ghiand.endocr.strutt.correlate,0,0,0,0,0,0,3.23,0,0,0,0,0,10.98,0,0,0,0,0,0.92
C76-C76.9 Altre e mal.def.sedi,0,0,0,0,0,0,0,0,3.29,0,0,0,0,3.68,0,0,5.29,0,0.69
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,3.6,0,0,0,3.6,0,10.99,3.66,7.36,18.81,15.96,26.46,33.55,6.21
C81-C81.9 Malattia di Hodgkin,0,0,0,16.44,9.36,3.6,12.91,6.17,0,0,0,3.66,0,0,7.53,0,0,0,3.45
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,0,0,3.29,0,0,0,0,0,11.29,0,0,0,0.92
C83-C83.9 Linfoma diffuso non-Hodgkin,0,0,0,0,0,0,0,3.09,0,10.79,3.55,10.99,10.98,11.04,15.05,15.96,26.46,26.84,7.13
C84-C84.9 Linfoma perif.cutan.cell.T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76,3.99,5.29,0,0.69
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,0,0,0,0,3.09,0,3.6,7.11,7.33,18.3,29.44,18.81,19.95,15.88,26.84,8.28
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,0,0,0,3.66,0,3.68,0,7.98,5.29,0,1.15
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,0,0,3.6,3.55,18.32,10.98,36.81,11.29,31.92,21.17,20.13,8.74
C91-C91.9 Leucemia linfoide,11.93,12.45,5.75,0,0,0,0,3.09,3.29,3.6,3.55,10.99,10.98,18.4,0,15.96,15.88,13.42,6.67
C92-C92.9 Leucemia mieloide,0,0,5.75,0,0,0,0,3.09,0,7.2,3.55,3.66,7.32,0,18.81,27.93,26.46,26.84,6.67
C95-C95.9 Leucemie cell.non specificate,0,0,0,0,0,0,0,0,0,0,3.55,7.33,3.66,0,0,7.98,21.17,6.71,2.53
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,0,0,0,0,0,0,0,3.29,0,0,3.66,3.66,3.68,15.05,15.96,10.58,6.71,3.45
