ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C70-C70.9 Meningi,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24
C71-C71.9 Cervello,12.93,6.21,0,4.54,3.7,6.9,6.67,0,7.5,0,7.81,17.78,10.83,14.15,35.97,12.69,25.72,19.08,10.25
C73-C73.9 Ghiandola tiroide,0,0,0,0,0,10.34,0,11,11.25,14,15.62,14.22,10.83,3.54,10.79,6.34,6.43,9.54,7.39
C74-C74.9 Ghiandole surrenali,6.47,0,0,0,0,0,0,0,0,3.5,0,7.11,0,3.54,0,0,0,0,1.19
C75-C75.9 Al.ghiand.endocr.strutt.correlate,0,0,0,0,0,0,0,0,0,0,0,0,3.61,0,0,0,0,0,0.24
C76-C76.9 Altre e mal.def.sedi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,9.54,0.48
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,0,0,0,0,10.67,3.61,3.54,7.19,0,6.43,9.54,2.14
C81-C81.9 Malattia di Hodgkin,0,0,0,9.07,3.7,6.9,3.33,0,0,3.5,0,3.56,0,0,0,0,6.43,9.54,2.38
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,0,0,0,0,0.24
C83-C83.9 Linfoma diffuso non-Hodgkin,0,6.21,0,0,3.7,6.9,0,3.67,3.75,3.5,11.72,10.67,14.43,14.15,14.39,0,6.43,9.54,6.43
C84-C84.9 Linfoma perif.cutan.cell.T,0,0,0,0,0,0,0,7.34,0,0,3.91,0,0,0,0,6.34,0,0,0.95
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,0,0,6.9,0,0,0,0,11.72,0,21.65,7.07,17.98,6.34,45.01,38.17,7.15
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,6.34,12.86,0,0.95
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,0,0,3.5,11.72,7.11,25.26,21.22,21.58,50.74,25.72,66.79,10.48
C91-C91.9 Leucemia linfoide,12.93,6.21,0,0,3.7,3.45,0,0,0,0,3.91,10.67,10.83,24.76,25.18,38.06,25.72,19.08,9.05
C92-C92.9 Leucemia mieloide,0,0,0,0,0,3.45,3.33,0,0,10.5,3.91,7.11,3.61,17.69,7.19,19.03,12.86,28.63,5.72
C95-C95.9 Leucemie cell.non specificate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,9.54,0.48
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,0,0,0,0,0,0,0,3.75,0,3.91,7.11,0,0,3.6,0,0,0,1.19
