ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C50-C50.9 Mammella,0,0,0,0,0,11.79,19.72,48.62,134.29,294.08,198.38,258.86,341.31,279.83,248.62,299.43,309.36,257.29,160.09
C51-C51.9 Vulva,0,0,0,0,0,0,3.29,0,0,0,0,3.45,0,11.66,14.84,20.51,14.06,36.76,5.34
C52-C52.9 Vagina,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,4.69,0,0.43
C53-C53.9 Collo dell'utero,0,0,0,0,0,3.93,0,5.72,39.17,8.57,12.8,20.71,3.35,7.77,22.26,12.31,9.37,9.19,9.82
C54-C54.9 Corpo dell'utero,0,0,0,0,0,0,0,0,5.6,11.42,25.6,41.42,66.92,50.53,81.64,49.22,46.87,36.76,23.69
C55-C55.9 Utero n.s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0.21
C56-C56.9 Ovaio,0,0,5.56,5.33,23.14,0,6.57,5.72,5.6,19.99,16,44.87,23.42,46.64,25.97,41.02,23.44,41.35,18.78
C57-C57.9 Al.n.s.org.genit.femminili,0,0,0,0,0,0,0,0,0,2.86,0,0,3.35,0,0,0,0,4.59,0.64
C64-C64.9 Rene eccet.pelvi renale,5.11,0,0,0,0,0,0,5.72,2.8,14.28,16,13.81,26.77,19.43,37.11,28.71,32.81,32.16,13.23
C65-C65.9 Pelvi renale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.06,4.59,0.85
C66-C66.9 Uretere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0.21
C67-C67.9 Vescica,0,0,0,0,0,3.93,0,0,0,2.86,12.8,6.9,6.69,7.77,29.69,24.61,32.81,82.7,10.89
C68-C68.9 Al.n.s.organi urinari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19,0.43
C69-C69.9 Occhio e annessi,5.11,0,0,0,0,0,3.29,0,0,0,0,0,0,0,3.71,0,0,0,0.64
C70-C70.9 Meningi,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,0.21
C71-C71.9 Cervello,5.11,0,0,0,4.63,0,3.29,2.86,2.8,5.71,6.4,13.81,23.42,23.32,11.13,28.71,28.12,4.59,9.18
C73-C73.9 Ghiandola tiroide,0,0,0,5.33,23.14,31.44,19.72,42.9,25.18,25.7,54.4,48.32,43.5,27.21,7.42,12.31,23.44,0,24.33
C74-C74.9 Ghiandole surrenali,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,0,0,0,0,0.21
C75-C75.9 Al.ghiand.endocr.strutt.correlate,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,0,0,0,0,0.21
C76-C76.9 Altre e mal.def.sedi,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,9.19,0.64
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,0,2.8,0,0,3.45,3.35,7.77,14.84,28.71,28.12,36.76,6.4
C81-C81.9 Malattia di Hodgkin,0,0,0,5.33,4.63,11.79,6.57,2.86,5.6,2.86,3.2,0,10.04,3.89,0,0,0,4.59,3.63
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,0,2.86,2.8,5.71,3.2,6.9,0,11.66,3.71,0,9.37,4.59,2.99
C83-C83.9 Linfoma diffuso non-Hodgkin,0,0,0,0,0,0,3.29,0,5.6,0,6.4,3.45,3.35,11.66,3.71,32.81,9.37,18.38,5.34
C84-C84.9 Linfoma perif.cutan.cell.T,0,0,0,0,0,0,0,0,0,2.86,0,0,3.35,0,3.71,0,0,0,0.64
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,0,0,0,3.29,0,2.8,5.71,12.8,10.35,10.04,11.66,29.69,16.41,18.75,9.19,7.47
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,5.6,0,0,3.45,3.35,0,3.71,12.31,4.69,0,1.92
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,3.29,0,0,2.86,3.2,6.9,10.04,19.43,14.84,32.81,28.12,36.76,8.32
C91-C91.9 Leucemia linfoide,5.11,10.71,0,0,0,0,0,0,2.8,5.71,0,6.9,10.04,0,11.13,12.31,9.37,9.19,4.48
C92-C92.9 Leucemia mieloide,10.21,0,0,5.33,0,0,0,0,5.6,8.57,19.2,3.45,10.04,11.66,11.13,20.51,42.19,13.78,8.75
C93-C93.9 Leucemia monocitica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,4.69,0,0.43
C95-C95.9 Leucemie cell.non specificate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69,0,0.21
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,0,5.56,0,0,0,0,2.86,8.39,5.71,3.2,6.9,10.04,19.43,37.11,36.92,56.25,101.08,15.16
