ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C44-C44.9 Pelle non melanomi,0,0,0,0,3.68,0,3.41,3.73,11.15,25.21,49.1,43.06,56.99,126.77,129.76,174.19,251.36,415.58,54.9
C45-C45.9 Mesotelioma,0,0,0,0,0,0,0,0,3.72,0,0,0,0,0,0,6.45,0,0,0.48
C46-C46.9 Sarcoma di Kaposi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.39,0.24
C48-C48.9 Retroperit.peritoneo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,6.45,0,0,0.48
C49-C49.9 Tess.connettivo e molle,0,0,0,4.31,0,3.39,0,0,0,7.2,3.78,3.59,3.56,0,11.12,19.35,13.23,0,3.58
C50-C50.9 Mammella,0,0,0,0,0,20.36,27.31,52.19,115.26,169.25,169.97,208.13,217.28,211.28,259.53,283.87,224.9,187.01,118.4
C51-C51.9 Vulva,0,0,0,0,0,0,0,0,0,0,3.78,3.59,3.56,3.52,14.83,51.61,26.46,10.39,5.01
C52-C52.9 Vagina,0,0,0,0,0,0,0,0,3.72,0,0,0,0,0,7.42,0,13.23,0,1.19
C53-C53.9 Collo dell'utero,0,0,0,0,0,3.39,6.83,14.91,3.72,10.8,22.66,10.77,24.93,17.61,7.42,12.9,19.84,0,9.31
C54-C54.9 Corpo dell'utero,0,0,0,0,0,0,0,0,11.15,18.01,30.22,46.65,53.43,63.38,85.27,51.61,92.61,10.39,25.78
C55-C55.9 Utero n.s.,0,0,0,0,0,0,0,0,0,0,3.78,0,0,0,0,0,0,10.39,0.48
C56-C56.9 Ovaio,0,0,0,4.31,0,6.79,10.24,7.46,7.44,14.4,33.99,21.53,24.93,56.34,37.08,38.71,39.69,72.73,19.34
C57-C57.9 Al.n.s.org.genit.femminili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,6.61,10.39,0.95
C64-C64.9 Rene eccet.pelvi renale,6.47,0,0,0,3.68,0,3.41,3.73,0,7.2,7.55,10.77,14.25,28.17,37.08,45.16,13.23,20.78,10.5
C65-C65.9 Pelvi renale,0,0,0,0,0,0,0,0,0,0,3.78,3.59,3.56,0,0,6.45,0,0,0.95
C66-C66.9 Uretere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,0,10.39,0.72
C67-C67.9 Vescica,0,0,0,0,0,0,0,3.73,3.72,3.6,11.33,35.88,32.06,10.56,40.78,51.61,79.38,62.34,15.52
C68-C68.9 Al.n.s.organi urinari,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.52,3.71,0,0,0,0.72
C69-C69.9 Occhio e annessi,6.47,0,0,0,0,0,0,0,0,0,0,0,7.12,0,7.42,0,6.61,0,1.43
C70-C70.9 Meningi,0,0,0,0,0,0,0,0,0,0,0,0,10.69,0,3.71,12.9,0,0,1.43
C71-C71.9 Cervello,0,6.15,0,0,0,3.39,0,0,3.72,7.2,11.33,7.18,14.25,17.61,18.54,12.9,6.61,20.78,6.92
C72-C72.9 Midollo spin.nervi cran.al.parti,6.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24
C73-C73.9 Ghiandola tiroide,0,0,0,12.92,0,6.79,0,3.73,3.72,7.2,11.33,10.77,3.56,7.04,7.42,0,6.61,0,5.01
C74-C74.9 Ghiandole surrenali,0,0,0,4.31,0,0,0,0,3.72,0,0,0,3.56,0,0,6.45,0,0,0.95
C75-C75.9 Al.ghiand.endocr.strutt.correlate,0,0,0,0,3.68,0,0,0,0,0,0,3.59,0,0,0,0,0,0,0.48
C76-C76.9 Altre e mal.def.sedi,0,0,0,0,0,0,0,0,0,3.6,0,3.59,0,0,0,0,0,0,0.48
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,3.73,3.72,0,0,0,3.56,0,22.25,19.35,39.69,20.78,4.77
C81-C81.9 Malattia di Hodgkin,0,0,0,8.61,0,3.39,6.83,3.73,0,3.6,3.78,3.59,0,3.52,0,0,6.61,10.39,2.86
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,0,0,7.44,0,0,3.59,0,7.04,0,0,13.23,0,1.67
C83-C83.9 Linfoma diffuso non-Hodgkin,0,0,0,0,0,0,0,0,0,7.2,3.78,7.18,3.56,10.56,22.25,0,0,20.78,4.06
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,0,7.37,3.39,3.41,3.73,3.72,0,0,3.59,14.25,7.04,25.95,12.9,52.92,31.17,7.88
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,0,0,0,0,3.56,0,0,6.45,6.61,0,0.72
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,0,0,0,0,10.77,17.81,14.09,22.25,12.9,33.07,20.78,6.45
C91-C91.9 Leucemia linfoide,12.94,6.15,5.39,0,0,0,3.41,7.46,0,0,15.11,3.59,17.81,14.09,25.95,6.45,39.69,51.95,9.55
C92-C92.9 Leucemia mieloide,0,0,0,4.31,0,0,3.41,3.73,0,7.2,3.78,7.18,7.12,10.56,11.12,6.45,33.07,20.78,5.73
C93-C93.9 Leucemia monocitica,0,0,0,0,0,0,0,0,3.72,0,0,0,0,0,0,6.45,0,0,0.48
C95-C95.9 Leucemie cell.non specificate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,6.45,6.61,0,0.72
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,0,0,0,0,0,0,0,0,0,0,0,3.56,0,3.71,0,0,0,0.48
