ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C48-C48.9 Retroperit.peritoneo,0,0,0,0,0,0,0,3.34,0,0,3.7,0,0,0,0,0,0,0,0.5
C49-C49.9 Tess.connettivo e molle,0,0,5.58,0,4,3.45,0,0,3.66,7.49,0,7.88,3.95,4.18,4.58,17.42,12.92,0,3.78
C50-C50.9 Mammella,0,0,0,0,0,0,0,0,3.66,0,0,0,0,0,0,11.61,0,0,0.76
C60-C60.9 Pene,0,0,0,0,0,0,0,0,0,3.75,0,0,0,8.37,0,5.81,0,15,1.26
C61-C61.9 Prostata,0,0,0,0,0,0,0,0,0,0,14.82,78.77,157.87,309.68,480.91,603.95,671.62,584.93,110.52
C62-C62.9 Testicolo,0,0,0,0,16,6.9,22.61,10.03,3.66,3.75,3.7,3.94,0,4.18,4.58,0,0,0,5.55
C63-C63.9 Al.n.s.org.genit.maschili,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18,0,0,0,0,0.25
C64-C64.9 Rene eccet.pelvi renale,0,0,0,0,0,0,3.23,3.34,0,14.99,29.63,47.26,63.15,71.14,68.7,63.88,51.66,15,22.71
C65-C65.9 Pelvi renale,0,0,0,0,0,0,0,0,0,0,0,3.94,0,12.55,13.74,11.61,0,0,2.27
C66-C66.9 Uretere,0,0,0,0,0,0,0,0,0,3.75,3.7,0,3.95,4.18,4.58,5.81,0,0,1.51
C67-C67.9 Vescica,0,0,0,0,0,0,0,10.03,7.33,7.49,33.34,86.65,106.56,179.95,283.97,383.28,271.23,269.97,69.39
C68-C68.9 Al.n.s.organi urinari,0,0,0,0,0,0,0,0,0,7.49,7.41,7.88,3.95,8.37,13.74,29.04,38.75,15,5.3
C69-C69.9 Occhio e annessi,6.04,0,0,0,0,0,0,0,0,3.75,0,0,0,0,4.58,0,0,0,0.76
C71-C71.9 Cervello,0,11.58,0,0,0,0,6.46,10.03,7.33,3.75,7.41,15.75,27.63,37.66,41.22,23.23,25.83,15,12.11
C72-C72.9 Midollo spin.nervi cran.al.parti,0,0,0,0,0,0,3.23,0,3.66,0,0,0,0,0,0,5.81,0,15,1.01
C73-C73.9 Ghiandola tiroide,0,0,5.58,4.84,4,6.9,6.46,0,3.66,7.49,7.41,11.82,23.68,4.18,0,11.61,12.92,0,6.31
C74-C74.9 Ghiandole surrenali,0,0,0,0,0,0,0,0,0,0,0,7.88,0,0,0,0,0,0,0.5
C76-C76.9 Altre e mal.def.sedi,0,5.79,0,0,0,0,0,0,0,0,0,0,0,0,4.58,0,0,15,0.76
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,3.34,0,3.75,11.11,19.69,7.89,16.74,18.32,34.84,64.58,104.99,9.59
C81-C81.9 Malattia di Hodgkin,0,0,0,4.84,4,3.45,3.23,6.69,3.66,7.49,0,3.94,11.84,8.37,4.58,0,0,0,4.04
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,0,3.34,3.66,11.24,0,3.94,3.95,0,4.58,0,25.83,0,2.52
C83-C83.9 Linfoma diffuso non-Hodgkin,0,0,0,4.84,4,3.45,3.23,13.38,0,14.99,14.82,3.94,7.89,25.11,18.32,17.42,12.92,74.99,9.59
C84-C84.9 Linfoma perif.cutan.cell.T,0,0,0,0,0,0,0,0,0,0,0,3.94,0,0,9.16,5.81,0,15,1.26
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,0,0,0,3.23,0,0,3.75,18.52,7.88,31.57,29.29,4.58,17.42,25.83,30,8.07
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,3.66,3.75,0,0,0,0,0,0,0,0,0.5
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,0,3.66,0,7.41,7.88,15.79,25.11,36.64,23.23,25.83,44.99,8.07
C91-C91.9 Leucemia linfoide,6.04,11.58,0,4.84,0,0,3.23,0,7.33,0,3.7,15.75,23.68,29.29,45.8,40.65,12.92,59.99,11.86
C92-C92.9 Leucemia mieloide,0,0,0,0,0,0,3.23,6.69,0,7.49,0,19.69,19.73,29.29,27.48,29.04,38.75,30,9.59
C93-C93.9 Leucemia monocitica,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18,4.58,0,12.92,0,0.76
C95-C95.9 Leucemie cell.non specificate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16,23.23,0,0,1.51
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,0,0,0,0,0,0,0,0,3.75,0,0,7.89,8.37,0,0,12.92,0,1.51
