ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C25-C25.9 Pancreas,0,0,0,0,0,3.56,3.29,3.16,0,0,6.98,11.43,18.02,45.08,29.97,67.86,72.57,52.72,16.32
C26-C26.9 Altri mal def.organi digerenti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05,19.77,0.93
C31-C31.9 Seni accessori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05,0,0.23
C32-C32.9 Laringe,0,0,0,0,0,0,0,0,0,0,3.49,0,3.6,0,11.24,7.98,6.05,6.59,2.1
C34-C34.9 Bronchi e polmoni,0,0,0,0,0,0,0,0,3.43,7.37,27.92,38.1,57.66,86.4,74.92,67.86,72.57,65.9,27.75
C37-C37.9 Timo,0,0,0,0,0,0,0,0,0,0,3.49,3.81,0,3.76,3.75,3.99,0,0,1.17
C40-C40.9 Ossa cart.art.arti,0,0,5.79,0,0,0,3.29,0,3.43,3.68,0,0,0,0,0,0,0,0,0.93
C41-C41.9 Ossa cart.art.altre e ns sedi,0,0,0,5.43,0,0,0,0,0,0,0,0,3.6,3.76,3.75,0,6.05,6.59,1.4
C43-C43.9 Melanoma della pelle,0,0,0,0,4.59,3.56,13.16,9.48,13.73,22.1,24.43,30.48,32.43,18.78,22.48,15.97,18.14,13.18,14.69
C44-C44.9 Pelle non melanomi,0,0,0,0,0,7.12,9.87,22.11,13.73,33.15,45.37,87.63,126.13,123.97,206.03,271.44,380.98,428.36,88.61
C45-C45.9 Mesotelioma,0,0,0,0,0,0,0,0,0,3.68,3.49,0,0,3.76,0,0,6.05,0,0.93
C46-C46.9 Sarcoma di Kaposi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.09,0,0.47
C48-C48.9 Retroperit.peritoneo,0,0,0,0,0,0,0,0,0,0,0,3.81,0,7.51,3.75,7.98,6.05,0,1.63
C49-C49.9 Tess.connettivo e molle,6.19,0,0,0,0,0,0,3.16,10.29,3.68,6.98,7.62,3.6,7.51,0,3.99,0,13.18,3.73
C50-C50.9 Mammella,0,0,0,0,0,10.68,36.18,50.54,154.41,294.65,254.78,297.17,288.29,296.78,206.03,271.44,278.17,217.48,155.54
C51-C51.9 Vulva,0,0,0,0,0,0,0,3.16,3.43,3.68,6.98,0,3.6,18.78,7.49,19.96,30.24,0,5.36
C52-C52.9 Vagina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49,0,0,6.59,0.7
C53-C53.9 Collo dell'utero,0,0,0,0,0,0,13.16,22.11,13.73,11.05,3.49,3.81,10.81,11.27,11.24,7.98,6.05,26.36,8.39
C54-C54.9 Corpo dell'utero,0,0,0,0,0,0,6.58,0,6.86,25.78,45.37,68.58,64.86,56.35,63.68,59.88,42.33,26.36,27.52
C55-C55.9 Utero n.s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,0,13.18,0.7
C56-C56.9 Ovaio,0,0,0,5.43,0,3.56,9.87,15.79,6.86,18.42,45.37,38.1,28.83,63.86,44.95,47.9,48.38,79.08,25.42
C57-C57.9 Al.n.s.org.genit.femminili,0,0,0,0,0,0,0,0,3.43,0,0,0,0,0,11.24,0,0,6.59,1.17
C64-C64.9 Rene eccet.pelvi renale,6.19,6.22,0,0,0,0,0,3.16,6.86,7.37,3.49,11.43,7.21,33.81,29.97,31.93,24.19,13.18,10.26
C65-C65.9 Pelvi renale,0,0,0,0,0,0,0,0,0,0,0,0,7.21,7.51,3.75,0,0,0,1.17
C66-C66.9 Uretere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59,0.23
C67-C67.9 Vescica,0,0,0,0,0,0,0,3.16,6.86,7.37,10.47,11.43,21.62,33.81,33.71,39.92,42.33,79.08,14.92
C68-C68.9 Al.n.s.organi urinari,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76,3.75,0,0,0,0.47
C69-C69.9 Occhio e annessi,0,0,0,0,0,0,0,3.16,0,0,0,3.81,3.6,0,0,0,0,6.59,0.93
C70-C70.9 Meningi,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.76,3.75,0,18.14,0,1.4
C71-C71.9 Cervello,0,0,5.79,0,0,0,9.87,0,0,3.68,13.96,3.81,7.21,22.54,26.22,31.93,18.14,19.77,9.09
C72-C72.9 Midollo spin.nervi cran.al.parti,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76,3.75,0,0,0,0.47
C73-C73.9 Ghiandola tiroide,0,0,0,0,18.38,14.24,6.58,22.11,20.59,22.1,34.9,45.72,14.41,7.51,11.24,23.95,18.14,6.59,16.32
C74-C74.9 Ghiandole surrenali,6.19,0,0,0,0,0,0,0,0,0,0,0,0,3.76,0,0,6.05,0,0.7
C76-C76.9 Altre e mal.def.sedi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,0,19.77,0.93
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,0,0,0,0,3.81,0,0,14.98,11.98,0,46.13,3.5
C81-C81.9 Malattia di Hodgkin,0,0,0,5.43,9.19,3.56,6.58,3.16,10.29,0,0,3.81,0,0,0,0,0,13.18,3.03
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,3.56,3.29,0,0,7.37,0,3.81,0,0,3.75,3.99,6.05,6.59,2.1
C83-C83.9 Linfoma diffuso non-Hodgkin,0,0,5.79,0,0,0,9.87,3.16,3.43,0,10.47,3.81,0,3.76,22.48,23.95,42.33,26.36,7.93
C84-C84.9 Linfoma perif.cutan.cell.T,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76,3.75,3.99,6.05,0,0.93
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,0,0,3.56,0,0,3.43,7.37,13.96,7.62,10.81,30.05,18.73,19.96,30.24,39.54,9.79
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,0,0,3.49,0,0,3.76,0,0,0,6.59,0.7
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,0,0,7.37,10.47,11.43,3.6,11.27,33.71,11.98,24.19,26.36,7.46
C91-C91.9 Leucemia linfoide,0,0,0,5.43,0,3.56,3.29,0,3.43,0,10.47,3.81,7.21,15.03,11.24,23.95,18.14,32.95,7.23
C92-C92.9 Leucemia mieloide,0,0,5.79,0,4.59,0,3.29,3.16,10.29,3.68,6.98,3.81,3.6,15.03,11.24,23.95,30.24,19.77,7.7
C93-C93.9 Leucemia monocitica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59,0.23
C95-C95.9 Leucemie cell.non specificate,0,0,0,0,0,0,3.29,0,0,0,0,0,0,0,7.49,15.97,6.05,6.59,2.1
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,0,0,0,4.59,0,0,0,0,7.37,6.98,7.62,7.21,0,11.24,23.95,42.33,6.59,6.06
