ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C41-C41.9 Ossa cart.art.altre e ns sedi,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,0,5.38,7.51,0,0.69
C43-C43.9 Melanoma della pelle,0,0,0,0,8.98,7.63,6.41,11.59,5.7,15.25,20.72,22.06,33.44,20.67,35.56,53.75,30.04,62.9,16.41
C44-C44.9 Pelle non melanomi,0,0,0,4.96,0,3.81,9.62,31.86,28.5,33.55,55.26,128.68,167.21,289.42,448.99,763.26,705.94,870.11,143.98
C45-C45.9 Mesotelioma,0,0,0,0,0,0,0,0,2.85,0,0,7.35,11.15,0,22.23,10.75,0,0,3
C46-C46.9 Sarcoma di Kaposi,0,0,0,4.96,0,0,0,0,2.85,0,0,0,0,0,0,0,0,10.48,0.69
C48-C48.9 Retroperit.peritoneo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38,7.51,0,0.46
C49-C49.9 Tess.connettivo e molle,0,0,0,0,0,3.81,3.21,2.9,2.85,0,0,3.68,7.43,0,4.45,0,15.02,0,2.31
C50-C50.9 Mammella,0,0,0,0,0,0,0,0,0,0,0,3.68,3.72,8.27,4.45,16.13,15.02,0,2.31
C60-C60.9 Pene,0,0,0,0,0,0,0,0,0,3.05,3.45,3.68,0,4.13,4.45,10.75,15.02,0,2.08
C61-C61.9 Prostata,0,0,0,0,0,0,0,0,0,3.05,41.45,128.68,286.11,566.44,769.06,790.13,375.5,503.2,157.16
C62-C62.9 Testicolo,0,0,0,9.92,17.95,22.88,25.65,17.38,17.1,6.1,6.91,0,0,0,8.89,0,7.51,0,9.01
C63-C63.9 Al.n.s.org.genit.maschili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,10.48,0.46
C64-C64.9 Rene eccet.pelvi renale,0,0,0,0,0,7.63,0,5.79,14.25,18.3,34.54,33.09,59.45,82.69,93.35,118.25,82.61,62.9,30.04
C65-C65.9 Pelvi renale,0,0,0,0,0,0,0,0,0,0,0,0,3.72,8.27,8.89,5.38,7.51,10.48,1.85
C66-C66.9 Uretere,0,0,0,0,0,0,0,0,0,0,3.45,0,3.72,12.4,4.45,0,15.02,0,1.85
C67-C67.9 Vescica,0,0,0,0,0,0,3.21,2.9,2.85,24.4,17.27,58.82,66.88,132.31,155.59,241.88,277.87,366.91,54.08
C68-C68.9 Al.n.s.organi urinari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45,5.38,0,20.97,0.92
C69-C69.9 Occhio e annessi,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0.23
C70-C70.9 Meningi,0,0,0,0,0,0,0,0,0,0,0,0,3.72,0,0,0,0,0,0.23
C71-C71.9 Cervello,4.84,5.15,0,0,0,0,3.21,5.79,5.7,9.15,20.72,18.38,7.43,20.67,22.23,37.63,45.06,52.42,11.79
C72-C72.9 Midollo spin.nervi cran.al.parti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.48,0.23
C73-C73.9 Ghiandola tiroide,0,0,0,4.96,0,7.63,6.41,5.79,8.55,9.15,31.09,7.35,14.86,4.13,17.78,10.75,15.02,10.48,8.78
C74-C74.9 Ghiandole surrenali,0,0,0,0,0,0,0,5.79,0,0,0,0,0,0,0,0,0,0,0.46
C75-C75.9 Al.ghiand.endocr.strutt.correlate,0,0,0,0,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,0.23
C76-C76.9 Altre e mal.def.sedi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.02,0,0.46
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,0,0,0,0,0,3.72,4.13,8.89,16.13,37.55,62.9,4.16
C81-C81.9 Malattia di Hodgkin,0,0,5.23,19.85,4.49,15.25,6.41,5.79,0,3.05,3.45,3.68,3.72,8.27,4.45,5.38,15.02,10.48,5.78
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,0,0,0,6.1,0,7.35,3.72,0,0,5.38,0,0,1.39
C83-C83.9 Linfoma diffuso non-Hodgkin,0,0,0,0,0,3.81,0,2.9,2.85,12.2,3.45,11.03,7.43,53.75,40.01,26.88,30.04,41.93,11.09
C84-C84.9 Linfoma perif.cutan.cell.T,0,0,5.23,0,0,0,0,0,0,0,3.45,3.68,0,0,8.89,5.38,0,0,1.39
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,0,4.49,0,3.21,0,5.7,9.15,10.36,22.06,26.01,41.35,13.34,53.75,52.57,73.38,13.87
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,2.9,0,0,3.45,3.68,0,4.13,8.89,5.38,0,0,1.62
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,3.21,0,0,6.1,13.82,7.35,29.73,33.08,17.78,26.88,30.04,73.38,10.4
C91-C91.9 Leucemia linfoide,14.51,5.15,10.46,9.92,0,3.81,0,0,14.25,3.05,13.82,0,29.73,24.81,31.12,48.38,15.02,73.38,13.4
C92-C92.9 Leucemia mieloide,0,0,0,0,0,0,0,0,8.55,3.05,3.45,14.71,3.72,24.81,40.01,80.63,75.1,62.9,12.94
C93-C93.9 Leucemia monocitica,0,0,0,0,0,0,0,0,0,0,0,3.68,0,0,4.45,5.38,7.51,10.48,1.16
C95-C95.9 Leucemie cell.non specificate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,0,0.23
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,5.15,0,0,4.49,0,0,0,11.4,3.05,3.45,7.35,14.86,37.21,57.79,91.38,180.24,157.25,21.26
