ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C38-C38.9 Cuore mediastino pleura,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0.25
C40-C40.9 Ossa cart.art.arti,0,0,0,0,0,0,0,0,0,0,4.08,0,0,0,0,0,0,0,0.25
C41-C41.9 Ossa cart.art.altre e ns sedi,0,0,0,0,3.69,0,0,0,0,0,0,0,4.04,0,0,7.89,0,0,0.76
C43-C43.9 Melanoma della pelle,0,0,0,0,0,6.85,6.52,0,26.41,3.5,20.41,3.75,20.18,8.2,22.57,31.56,30.8,18.77,9.63
C44-C44.9 Pelle non melanomi,0,0,0,0,3.69,3.42,6.52,10.74,3.77,35.04,36.73,104.87,161.45,311.48,383.67,481.28,718.76,563.22,105.69
C45-C45.9 Mesotelioma,0,0,0,0,0,0,0,0,0,0,8.16,0,4.04,4.1,0,7.89,20.54,0,1.77
C46-C46.9 Sarcoma di Kaposi,0,0,0,0,0,0,9.78,3.58,3.77,7.01,0,0,0,0,4.51,0,0,18.77,2.28
C48-C48.9 Retroperit.peritoneo,0,0,0,0,0,0,0,0,0,0,0,0,4.04,0,0,0,10.27,0,0.51
C49-C49.9 Tess.connettivo e molle,0,0,0,0,0,0,0,0,0,0,8.16,0,8.07,4.1,4.51,23.67,0,0,2.28
C50-C50.9 Mammella,0,0,0,0,0,0,0,0,0,0,0,7.49,0,8.2,9.03,0,0,0,1.52
C60-C60.9 Pene,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,4.51,23.67,0,56.32,2.03
C61-C61.9 Prostata,0,0,0,0,0,0,0,0,0,0,12.24,82.4,96.87,262.3,478.46,654.86,862.51,919.93,110.25
C62-C62.9 Testicolo,0,0,0,9.01,3.69,0,9.78,17.9,15.09,0,0,3.75,0,0,9.03,0,0,0,4.56
C63-C63.9 Al.n.s.org.genit.maschili,0,0,0,0,0,0,0,0,3.77,0,0,0,4.04,0,0,7.89,0,0,0.76
C64-C64.9 Rene eccet.pelvi renale,0,0,0,0,0,3.42,0,3.58,7.55,24.53,8.16,33.71,40.36,36.89,76.73,63.12,82.14,93.87,20.02
C65-C65.9 Pelvi renale,0,0,0,0,0,0,0,0,0,0,4.08,0,16.15,8.2,4.51,23.67,0,18.77,3.04
C66-C66.9 Uretere,0,0,0,0,0,0,0,0,0,0,0,7.49,0,12.3,4.51,15.78,10.27,0,2.28
C67-C67.9 Vescica,0,0,0,0,3.69,3.42,3.26,0,18.87,21.02,36.73,89.89,113.02,213.12,324.99,355.04,328.58,262.84,73.5
C68-C68.9 Al.n.s.organi urinari,0,0,0,0,0,0,0,0,0,0,0,7.49,4.04,12.3,27.08,31.56,30.8,18.77,5.07
C69-C69.9 Occhio e annessi,6.07,0,0,0,0,0,0,0,0,0,4.08,3.75,0,0,9.03,15.78,0,0,1.77
C70-C70.9 Meningi,0,0,0,0,0,0,0,0,0,0,0,3.75,4.04,0,0,0,0,0,0.51
C71-C71.9 Cervello,0,5.94,0,0,3.69,3.42,3.26,10.74,0,7.01,16.33,7.49,32.29,36.89,40.62,39.45,30.8,18.77,12.67
C72-C72.9 Midollo spin.nervi cran.al.parti,0,0,0,0,0,0,0,0,0,0,0,0,4.04,0,0,0,0,0,0.25
C73-C73.9 Ghiandola tiroide,0,0,0,0,3.69,0,3.26,3.58,7.55,0,4.08,14.98,0,0,9.03,0,20.54,0,3.55
C74-C74.9 Ghiandole surrenali,6.07,0,0,0,0,0,0,0,0,3.5,0,0,4.04,0,0,0,10.27,0,1.01
C75-C75.9 Al.ghiand.endocr.strutt.correlate,6.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
C76-C76.9 Altre e mal.def.sedi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51,0,0,0,0.25
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,3.58,0,3.5,0,3.75,8.07,8.2,9.03,0,61.61,18.77,4.06
C81-C81.9 Malattia di Hodgkin,0,0,0,0,0,3.42,0,3.58,3.77,0,0,0,4.04,8.2,4.51,0,20.54,0,2.28
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,0,0,0,0,0,3.75,4.04,0,4.51,23.67,0,0,1.52
C83-C83.9 Linfoma diffuso non-Hodgkin,0,5.94,0,0,0,10.27,9.78,10.74,0,7.01,8.16,11.24,24.22,20.49,18.06,55.23,30.8,0,10.64
C84-C84.9 Linfoma perif.cutan.cell.T,0,0,0,4.5,0,0,0,0,3.77,0,4.08,0,4.04,16.39,0,0,0,18.77,2.28
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,0,3.69,0,0,10.74,0,3.5,8.16,22.47,8.07,32.79,54.17,55.23,41.07,0,11.66
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,3.77,0,0,0,4.04,0,0,0,10.27,0,0.76
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,3.58,7.55,7.01,0,11.24,4.04,45.08,22.57,55.23,82.14,93.87,11.41
C91-C91.9 Leucemia linfoide,12.13,11.87,0,0,0,0,3.26,0,11.32,7.01,16.33,11.24,28.25,20.49,72.22,55.23,61.61,112.64,16.22
C92-C92.9 Leucemia mieloide,0,0,0,0,0,0,6.52,10.74,3.77,10.51,8.16,26.22,12.11,4.1,22.57,63.12,41.07,37.55,10.39
C93-C93.9 Leucemia monocitica,0,0,0,0,0,0,0,3.58,0,0,0,0,4.04,0,0,0,0,0,0.51
C95-C95.9 Leucemie cell.non specificate,0,0,0,0,0,0,0,0,0,0,4.08,0,0,4.1,4.51,7.89,20.54,0,1.52
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,0,0,0,0,0,0,0,0,0,4.08,3.75,0,4.1,0,0,0,0,0.76
