ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C43-C43.9 Melanoma della pelle,0,0,0,0,0,7.62,12.35,3,11.87,19.8,28.34,33.38,23.22,21.52,19.39,19.97,9.33,17.51,13.79
C44-C44.9 Pelle non melanomi,0,0,0,0,0,11.42,0,21.03,20.78,62.7,38.97,80.12,85.13,107.59,283.07,303.51,447.63,449.49,99
C45-C45.9 Mesotelioma,0,0,0,0,0,0,0,0,0,0,0,0,3.87,0,0,3.99,0,0,0.44
C46-C46.9 Sarcoma di Kaposi,0,0,0,0,0,0,0,0,0,0,0,0,3.87,0,0,0,0,0,0.22
C48-C48.9 Retroperit.peritoneo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66,0,0.22
C49-C49.9 Tess.connettivo e molle,0,0,0,0,4.75,0,0,0,5.94,3.3,7.09,0,0,3.59,0,7.99,0,0,2
C50-C50.9 Mammella,0,0,0,0,4.75,3.81,24.71,69.11,136.55,240.9,212.59,270.41,270.86,329.94,221.03,279.55,312.41,239.34,153.51
C51-C51.9 Vulva,0,0,0,0,0,0,0,0,2.97,0,0,3.34,0,10.76,31.02,19.97,27.98,5.84,5.56
C53-C53.9 Collo dell'utero,0,0,0,0,0,0,0,12.02,5.94,13.2,10.63,6.68,3.87,3.59,19.39,11.98,4.66,11.68,6.23
C54-C54.9 Corpo dell'utero,0,0,0,0,0,0,0,3,8.91,9.9,42.52,53.41,73.52,68.14,65.92,63.9,41.96,35.03,26.92
C55-C55.9 Utero n.s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,0,5.84,0.44
C56-C56.9 Ovaio,0,0,5.71,0,0,0,0,6.01,14.84,13.2,17.72,40.06,19.35,17.93,50.41,35.94,37.3,35.03,16.69
C57-C57.9 Al.n.s.org.genit.femminili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84,0.22
C64-C64.9 Rene eccet.pelvi renale,0,0,0,0,0,0,0,0,0,9.9,10.63,40.06,15.48,50.21,34.9,19.97,65.28,58.38,16.46
C65-C65.9 Pelvi renale,0,0,0,0,0,0,0,0,0,0,0,0,3.87,3.59,0,0,4.66,5.84,0.89
C66-C66.9 Uretere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88,7.99,4.66,0,0.89
C67-C67.9 Vescica,0,0,0,0,0,0,0,6.01,0,0,3.54,13.35,7.74,32.28,27.14,47.92,93.26,75.89,15.57
C68-C68.9 Al.n.s.organi urinari,0,0,0,0,0,0,0,0,0,0,0,0,3.87,0,0,0,0,0,0.22
C69-C69.9 Occhio e annessi,0,0,0,0,0,0,0,0,0,0,0,3.34,3.87,0,0,7.99,0,0,0.89
C71-C71.9 Cervello,0,0,0,0,0,3.81,3.09,3,2.97,3.3,7.09,13.35,19.35,10.76,34.9,27.96,27.98,17.51,9.79
C72-C72.9 Midollo spin.nervi cran.al.parti,0,0,0,0,0,3.81,0,0,0,0,0,0,0,0,0,0,0,5.84,0.44
C73-C73.9 Ghiandola tiroide,0,0,0,5.4,9.49,0,15.44,18.03,17.81,39.6,31.89,56.75,27.09,14.35,19.39,7.99,18.65,5.84,18.02
C76-C76.9 Altre e mal.def.sedi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66,0,0.22
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,4.75,0,0,0,0,0,0,3.34,7.74,0,3.88,3.99,0,11.68,1.78
C81-C81.9 Malattia di Hodgkin,0,0,0,27.02,0,0,6.18,3,0,6.6,3.54,0,3.87,7.17,0,0,4.66,0,3.34
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,0,0,0,3.3,3.54,10.02,7.74,7.17,0,0,4.66,0,2.22
C83-C83.9 Linfoma diffuso non-Hodgkin,0,0,0,0,4.75,0,3.09,0,0,3.3,7.09,16.69,3.87,7.17,34.9,15.97,9.33,17.51,6.9
C84-C84.9 Linfoma perif.cutan.cell.T,0,0,0,0,0,0,0,0,0,0,0,3.34,0,3.59,0,7.99,4.66,0,1.11
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,5.4,0,3.81,3.09,3,2.97,9.9,0,20.03,11.61,17.93,23.27,7.99,32.64,40.86,9.79
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,3,0,0,3.54,0,0,7.17,11.63,0,4.66,5.84,2
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,0,2.97,3.3,3.54,10.02,7.74,17.93,38.78,11.98,32.64,11.68,7.79
C91-C91.9 Leucemia linfoide,0,5.85,0,0,0,0,0,3,0,0,3.54,6.68,7.74,17.93,19.39,3.99,18.65,5.84,5.12
C92-C92.9 Leucemia mieloide,0,0,0,0,4.75,0,0,6.01,0,6.6,7.09,13.35,3.87,10.76,23.27,27.96,32.64,35.03,9.12
C95-C95.9 Leucemie cell.non specificate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.76,11.98,13.99,17.51,2.45
C96-C96.9 Al. ns t.m.tess.linf.emat.,0,0,0,0,0,0,0,0,2.97,0,0,3.34,7.74,10.76,7.76,35.94,41.96,23.35,6.9
