ICD10,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85,TOTALE
C25-C25.9 Pancreas,0,0,0,0,0,0,3.07,0,2.96,0,21.91,31.28,29.09,27.91,88.27,87.63,92.55,139.49,21.14
C26-C26.9 Altri mal def.organi digerenti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,10.95,7.71,25.36,1.43
C30-C30.9 Cavita' nasali orecc.medio,0,0,0,0,0,0,0,0,0,3.34,10.95,0,0,7.97,4.65,0,0,0,1.66
C31-C31.9 Seni accessori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,0,0,0.24
C32-C32.9 Laringe,0,0,0,0,0,0,0,0,0,3.34,14.61,41.71,12.47,15.95,60.4,43.81,15.42,25.36,11.64
C34-C34.9 Bronchi e polmoni,0,0,0,0,0,0,0,0,5.91,30.04,51.12,114.7,153.77,247.16,432.07,470.99,509,317.02,101.44
C37-C37.9 Timo,0,0,0,0,0,0,0,2.97,0,0,0,3.48,4.16,0,9.29,0,0,0,1.19
C41-C41.9 Ossa cart.art.altre e ns sedi,0,5.41,0,0,0,0,0,0,2.96,0,0,3.48,0,0,0,5.48,0,0,0.95
C43-C43.9 Melanoma della pelle,0,0,0,5.07,4.52,7.46,6.14,8.9,8.87,10.01,21.91,17.38,54.03,11.96,46.46,27.38,38.56,38.04,15.44
C44-C44.9 Pelle non melanomi,0,0,0,0,0,7.46,6.14,17.8,38.44,33.38,105.89,114.7,137.15,334.86,562.15,826.97,894.61,862.29,158.69
C45-C45.9 Mesotelioma,0,0,0,0,0,0,3.07,0,0,0,0,6.95,0,7.97,4.65,10.95,0,12.68,2.14
C46-C46.9 Sarcoma di Kaposi,0,0,0,0,0,3.73,0,0,0,0,0,3.48,0,0,0,0,0,0,0.48
C47-C47.9 Nervi periferici s.n.auto,0,5.41,0,0,0,0,0,0,0,0,0,0,0,0,4.65,5.48,0,0,0.71
C48-C48.9 Retroperit.peritoneo,5.23,0,0,0,0,0,0,0,2.96,0,0,3.48,0,7.97,0,0,0,0,1.19
C49-C49.9 Tess.connettivo e molle,0,0,0,0,0,0,0,0,0,0,14.61,0,12.47,7.97,9.29,10.95,7.71,25.36,3.8
C50-C50.9 Mammella,0,0,0,0,0,0,0,0,0,0,0,3.48,0,7.97,13.94,10.95,15.42,0,2.38
C60-C60.9 Pene,0,0,0,0,0,0,0,0,0,6.68,0,3.48,0,3.99,0,10.95,0,0,1.43
C61-C61.9 Prostata,0,0,0,0,0,0,0,0,0,6.68,47.47,114.7,236.89,538.17,766.57,783.15,686.38,367.74,158.22
C62-C62.9 Testicolo,0,0,0,0,13.55,22.37,12.29,8.9,11.83,10.01,3.65,0,0,0,0,0,0,12.68,5.94
C64-C64.9 Rene eccet.pelvi renale,5.23,0,0,0,0,0,0,8.9,5.91,23.37,21.91,52.13,78.96,31.89,92.92,109.53,53.99,38.04,26.37
C65-C65.9 Pelvi renale,0,0,0,0,0,0,0,0,0,0,0,6.95,4.16,11.96,9.29,10.95,15.42,12.68,3.09
C66-C66.9 Uretere,0,0,0,0,0,0,0,0,0,0,3.65,3.48,4.16,3.99,9.29,21.91,0,0,2.38
C67-C67.9 Vescica,0,0,0,0,0,0,0,0,2.96,13.35,32.86,72.99,132.99,127.57,236.94,251.92,285.35,266.29,60.34
C68-C68.9 Al.n.s.organi urinari,0,0,0,0,0,0,0,0,0,0,0,0,4.16,3.99,0,10.95,15.42,0,1.43
C69-C69.9 Occhio e annessi,0,0,0,0,0,0,0,0,0,0,0,3.48,0,7.97,0,0,0,0,0.71
C71-C71.9 Cervello,0,5.41,0,10.13,0,3.73,3.07,2.97,5.91,6.68,7.3,13.9,33.25,23.92,37.17,16.43,15.42,50.72,11.17
C72-C72.9 Midollo spin.nervi cran.al.parti,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0.24
C73-C73.9 Ghiandola tiroide,0,0,0,0,4.52,0,3.07,5.93,17.74,10.01,10.95,3.48,4.16,7.97,13.94,10.95,7.71,0,6.18
C74-C74.9 Ghiandole surrenali,5.23,0,0,0,0,0,3.07,0,0,0,0,0,0,0,0,5.48,0,0,0.71
C75-C75.9 Al.ghiand.endocr.strutt.correlate,0,0,0,0,0,0,0,0,0,3.34,0,0,0,0,4.65,0,7.71,0,0.71
C80-C80.9 T.m.n.a.s. o n.s.prim.sec.,0,0,0,0,0,0,0,0,2.96,0,0,3.48,0,11.96,13.94,21.91,23.14,25.36,4.04
C81-C81.9 Malattia di Hodgkin,0,0,0,0,13.55,7.46,0,2.97,0,3.34,3.65,0,4.16,0,9.29,10.95,7.71,0,3.33
C82-C82.9 Linfoma follicol.non-Hodgkin,0,0,0,0,0,0,0,2.97,0,3.34,3.65,3.48,4.16,0,4.65,0,7.71,0,1.66
C83-C83.9 Linfoma diffuso non-Hodgkin,0,5.41,0,5.07,4.52,3.73,6.14,2.97,2.96,6.68,3.65,6.95,8.31,11.96,13.94,27.38,30.85,0,7.13
C84-C84.9 Linfoma perif.cutan.cell.T,0,0,0,0,0,0,0,2.97,0,0,10.95,3.48,0,7.97,4.65,32.86,0,12.68,3.56
C85-C85.9 Al.n.s.linfomi non-Hodgkin,0,0,0,0,4.52,7.46,0,8.9,8.87,10.01,3.65,13.9,12.47,19.93,41.81,54.77,23.14,25.36,11.64
C88-C88.9 Mal.immunoprolifer.maligna,0,0,0,0,0,0,0,0,0,0,0,0,0,7.97,0,10.95,0,12.68,1.19
C90-C90.9 Mieloma multipl.t.m.plasmacellule,0,0,0,0,0,0,0,2.97,2.96,3.34,3.65,13.9,8.31,39.86,37.17,49.29,46.27,50.72,11.17
C91-C91.9 Leucemia linfoide,15.68,0,0,0,0,0,0,8.9,0,13.35,7.3,0,33.25,7.97,55.75,27.38,46.27,0,10.69
C92-C92.9 Leucemia mieloide,0,5.41,0,0,0,0,3.07,5.93,2.96,13.35,10.95,6.95,24.94,23.92,27.88,49.29,30.85,76.08,12.12
C93-C93.9 Leucemia monocitica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,5.48,0,0,0.48
C95-C95.9 Leucemie cell.non specificate,0,0,0,0,0,0,0,0,0,0,3.65,0,0,0,4.65,5.48,7.71,0,0.95
C96-C96.9 Al. ns t.m.tess.linf.emat.,10.46,0,0,0,0,3.73,0,0,2.96,0,0,3.48,4.16,27.91,9.29,49.29,38.56,38.04,7.6
